base_model_name,suspect_model_name,relation,num_pairs,k_prefix,pal_chars_mean,pal_k_mean,lev_sim_mean,lcs_ratio_mean,score_mean
Qwen/Qwen2.5-0.5B-Instruct,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.25,0.0,0.108882,0.096107,0.06833
numind/NuExtract-1.5-tiny,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,13.45,0.1,0.280568,0.248974,0.209847
Qwen/Qwen2.5-Coder-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.5,0.0,0.225026,0.185424,0.136817
dphn/Dolphin3.0-Qwen2.5-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.3,0.0,0.060663,0.030028,0.03023
stpete2/Qwen2.5-0.5B-gsm8k-sft,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.8,0.0,0.131817,0.131572,0.087796
mlx-community/Qwen2.5-0.5B-Instruct-bf16,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.25,0.0,0.131574,0.12995,0.087175
unsloth/Qwen2.5-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.2,0.0,0.177095,0.159986,0.11236
pcuenq/Qwen2.5-0.5B-Instruct-with-new-merges-serialization,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.25,0.0,0.108882,0.096107,0.06833
robertvacareanu/instruct-rl-Qwen2.5-0.5B-databricks-dolly-15k,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.65,0.0,0.111797,0.085721,0.065839
lewtun/Qwen2.5-0.5B-SFT-LoRA,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,6.65,0.05,0.147995,0.149132,0.115709
ytzfhqs/Qwen2.5-med-book-main-classification,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.0,0.0,0.0,0.0,0.0
artificialguybr/QWEN-2.5-0.5B-Synthia-II,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,11.25,0.1,0.21617,0.208426,0.174865
artificialguybr/QWEN-2.5-0.5B-Synthia-I,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,1.15,0.0,0.15204,0.134741,0.095593
jiangchengchengNLP/qwen_0.5B_instruct_law_summarize,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.05,0.0,0.001225,0.001804,0.00101
rawsh/MetaMath-Qwen2.5-0.5b-PRM,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,13.45,0.1,0.257056,0.239807,0.198954
osllmai-community/Qwen2.5-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.2,0.0,0.177095,0.159986,0.11236
hangingardens/hihihi,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.55,0.0,0.2359,0.228741,0.15488
llamafy/Qwen-Qwen2.5-0.5B-llamafied,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,6.7,0.05,0.196209,0.181377,0.142529
caelancooper/Qwen2.5-0.5B-business,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.25,0.0,0.108882,0.096107,0.06833
sail/Sailor2-1B-Pre,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.25,0.0,0.122052,0.14128,0.087777
morgan/qwen2_5.qwen2_5_0_5b_instruct,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.25,0.0,0.108882,0.096107,0.06833
fdyrd/QwenMath-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.6,0.0,0.189354,0.136317,0.108557
tcapelle/toxicity-scorer-qwen,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.1,0.0,0.016119,0.004027,0.006715
tcapelle/toxicity-scorer-qwen-ct2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.0,0.0,0.083589,0.088519,0.057369
sail/Sailor2-1B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.7,0.0,0.154721,0.179652,0.111458
plaguss/Qwen2.5-0.5B-Math-Shepherd-PRM-0.1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.3,0.0,0.09919,0.068896,0.056029
plaguss/Qwen2.5-0.5B-Math-Shepherd-PRM-token-0.1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,1.15,0.0,0.100744,0.064263,0.055002
AlyGreo/finetune-Qwen2-0.5B-codeDataset,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.15,0.0,0.128228,0.110759,0.079663
plaguss/Qwen2.5-0.5B-Math-Shepherd-PRM-0.2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.25,0.0,0.127194,0.077356,0.068184
Audreygyj/Qwen2.5-0.5B-SFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.6,0.0,0.271629,0.3001,0.190576
amadeusai/Amadeus-Verbo-BI-Qwen-2.5-0.5B-PT-BR-Instruct-Experimental,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,7.35,0.05,0.237813,0.244165,0.177326
shb2024/Qwen-0.5B-AMR,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.15,0.0,0.084377,0.079077,0.054485
JayHyeon/Qwen2.5-0.5B-SFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.1,0.0,0.121628,0.114902,0.078843
JayHyeon/Qwen2.5-0.5B-SFT-1e-5,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,13.1,0.1,0.24333,0.22828,0.190537
JayHyeon/Qwen2.5-0.5B-SFT-2e-5,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.1,0.0,0.09774,0.083425,0.060388
JayHyeon/Qwen2.5-0.5B-SFT-5e-5,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.4,0.0,0.069765,0.039994,0.036586
JayHyeon/Qwen2.5-0.5B-SFT-7e-5,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.2,0.0,0.038269,0.037042,0.025104
JayHyeon/Qwen2.5-0.5B-SFT-1e-4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.2,0.0,0.145577,0.112816,0.086131
JayHyeon/Qwen2.5-0.5B-SFT-2e-4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.4,0.0,0.159166,0.173228,0.110798
JayHyeon/Qwen2.5-0.5B-SFT_2ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.5,0.0,0.091226,0.070681,0.053969
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-3ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.15,0.0,0.11102,0.08695,0.06599
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-3ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.25,0.0,0.054573,0.048501,0.034358
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-3ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.5,0.0,0.134962,0.120991,0.085318
JayHyeon/Qwen2.5-0.5B-SFT-7e-5-3ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.45,0.0,0.139052,0.135103,0.091385
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-3ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.1,0.0,0.110035,0.067445,0.05916
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-2ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.65,0.0,0.138867,0.133871,0.090912
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,4.1,0.05,0.130464,0.135258,0.105241
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-2ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.25,0.0,0.116926,0.096056,0.070994
JayHyeon/Qwen2.5-0.5B-SFT-7e-5-2ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.3,0.0,0.088479,0.044206,0.044228
JayHyeon/Qwen2.5-0.5B-SFT-1e-4-2ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.75,0.0,0.172367,0.152832,0.1084
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-2ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.3,0.0,0.083413,0.08607,0.056494
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-5ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.15,0.0,0.130638,0.089758,0.073465
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.35,0.0,0.132368,0.116412,0.082926
