anchor_model,outlier_model,overlap,upper_fence,Q1,Q3
Qwen/Qwen2.5-1.5B,Qwen/Qwen3-1.7B,0.0534,0.0461,0.0018,0.0195
Qwen/Qwen2.5-1.5B,janhq/Jan-v1-edge,0.0505,0.0461,0.0018,0.0195
Qwen/Qwen2.5-1.5B,huihui-ai/Huihui-Jan-v1-4B-abliterated,0.0482,0.0461,0.0018,0.0195
Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B,0.5882,0.0784,0.0013,0.0321
Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-3B-Instruct,0.1936,0.0784,0.0013,0.0321
Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-7B,0.1841,0.0784,0.0013,0.0321
Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen3-4B-Instruct-2507,0.1537,0.0784,0.0013,0.0321
Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-Coder-7B,0.1511,0.0784,0.0013,0.0321
Qwen/Qwen2.5-1.5B-Instruct,beyoru/Luna,0.1462,0.0784,0.0013,0.0321
Qwen/Qwen2.5-1.5B-Instruct,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,0.1341,0.0784,0.0013,0.0321
Qwen/Qwen2.5-1.5B-Instruct,Tesslate/WEBGEN-4B-Preview,0.1321,0.0784,0.0013,0.0321
Qwen/Qwen2.5-1.5B-Instruct,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,0.1269,0.0784,0.0013,0.0321
Qwen/Qwen2.5-1.5B-Instruct,janhq/Jan-v1-4B,0.1068,0.0784,0.0013,0.0321
Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen3-4B-Thinking-2507,0.1063,0.0784,0.0013,0.0321
Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen3-4B-Thinking-2507-FP8,0.106,0.0784,0.0013,0.0321
Qwen/Qwen2.5-1.5B-Instruct,huihui-ai/Huihui-Jan-v1-4B-abliterated,0.0846,0.0784,0.0013,0.0321
Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-1.5B,0.228,0.1183,0.001,0.0479
Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,0.2138,0.1183,0.001,0.0479
Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-7B,0.1258,0.1183,0.001,0.0479
Qwen/Qwen2.5-3B-Instruct,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,0.1205,0.1183,0.001,0.0479
Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen3-4B-Instruct-2507,0.1205,0.1183,0.001,0.0479
Qwen/Qwen2.5-3B-Instruct,Tesslate/WEBGEN-4B-Preview,0.1205,0.1183,0.001,0.0479
Qwen/Qwen2.5-7B,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,0.5754,0.0684,0.0014,0.0282
Qwen/Qwen2.5-7B,abocide/Qwen2.5-7B-Instruct-R1-forfinance,0.3502,0.0684,0.0014,0.0282
Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,0.3156,0.0684,0.0014,0.0282
Qwen/Qwen2.5-7B,Qwen/Qwen2.5-Coder-7B,0.106,0.0684,0.0014,0.0282
Qwen/Qwen2.5-7B,Qwen/Qwen2.5-1.5B,0.1059,0.0684,0.0014,0.0282
Qwen/Qwen2.5-7B,Qwen/Qwen3-4B-Instruct-2507,0.0825,0.0684,0.0014,0.0282
Qwen/Qwen2.5-7B,beyoru/Luna,0.0786,0.0684,0.0014,0.0282
Qwen/Qwen2.5-7B,Tesslate/WEBGEN-4B-Preview,0.0701,0.0684,0.0014,0.0282
Qwen/Qwen2.5-7B-Instruct,abocide/Qwen2.5-7B-Instruct-R1-forfinance,0.8145,0.1073,0.0009,0.0435
Qwen/Qwen2.5-7B-Instruct,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,0.474,0.1073,0.0009,0.0435
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B,0.3909,0.1073,0.0009,0.0435
Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2-7B-Instruct,0.1459,0.1073,0.0009,0.0435
Qwen/Qwen2.5-Coder-7B,DeepHat/DeepHat-V1-7B,0.4055,0.1002,0.0019,0.0412
Qwen/Qwen2.5-Coder-7B,Qwen/Qwen2.5-Coder-7B-Instruct,0.2264,0.1002,0.0019,0.0412
Qwen/Qwen2.5-Coder-7B,Qwen/Qwen2.5-7B,0.1294,0.1002,0.0019,0.0412
Qwen/Qwen2.5-Coder-7B,Qwen/Qwen2.5-1.5B,0.1105,0.1002,0.0019,0.0412
Qwen/Qwen2.5-Coder-7B,continuedev/instinct,0.1075,0.1002,0.0019,0.0412
Qwen/Qwen2.5-Coder-7B,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,0.1013,0.1002,0.0019,0.0412
Qwen/Qwen2.5-Coder-7B-Instruct,DeepHat/DeepHat-V1-7B,0.3377,0.092,0.0045,0.0395
Qwen/Qwen2.5-Coder-7B-Instruct,continuedev/instinct,0.2914,0.092,0.0045,0.0395
Qwen/Qwen2.5-Coder-7B-Instruct,Qwen/Qwen2.5-Coder-7B,0.203,0.092,0.0045,0.0395
Qwen/Qwen2.5-Coder-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,0.0937,0.092,0.0045,0.0395
Qwen/Qwen2.5-Math-1.5B-Instruct,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,0.0761,0.0547,0.0078,0.0266
Qwen/Qwen3-0.6B,fluently/FluentlyQwen3-1.7B,0.1054,0.0559,0.0045,0.0251
Qwen/Qwen3-0.6B,Qwen/Qwen3-1.7B,0.1046,0.0559,0.0045,0.0251
Qwen/Qwen3-0.6B,janhq/Jan-v1-edge,0.1027,0.0559,0.0045,0.0251
Qwen/Qwen3-0.6B,Qwen/Qwen3-4B,0.0785,0.0559,0.0045,0.0251
Qwen/Qwen3-0.6B,Tesslate/UIGEN-X-4B-0729,0.0702,0.0559,0.0045,0.0251
Qwen/Qwen3-0.6B,beyoru/Luna,0.0702,0.0559,0.0045,0.0251
Qwen/Qwen3-0.6B,Qwen/Qwen3-4B-Instruct-2507,0.066,0.0559,0.0045,0.0251
Qwen/Qwen3-0.6B,Tesslate/WEBGEN-4B-Preview,0.0635,0.0559,0.0045,0.0251
Qwen/Qwen3-0.6B,Qwen/Qwen2.5-Coder-7B,0.0615,0.0559,0.0045,0.0251
Qwen/Qwen3-0.6B,janhq/Jan-v1-4B,0.0608,0.0559,0.0045,0.0251
Qwen/Qwen3-0.6B,Qwen/Qwen3-4B-Thinking-2507,0.0606,0.0559,0.0045,0.0251
Qwen/Qwen3-0.6B,Qwen/Qwen3-4B-Thinking-2507-FP8,0.0605,0.0559,0.0045,0.0251
Qwen/Qwen3-0.6B,Qwen/Qwen2.5-1.5B-Instruct,0.0574,0.0559,0.0045,0.0251
Qwen/Qwen3-0.6B,Qwen/Qwen2.5-3B-Instruct,0.0561,0.0559,0.0045,0.0251
Qwen/Qwen3-1.7B,fluently/FluentlyQwen3-1.7B,0.8942,0.0862,0.0046,0.0372
Qwen/Qwen3-1.7B,janhq/Jan-v1-edge,0.866,0.0862,0.0046,0.0372
Qwen/Qwen3-1.7B,Qwen/Qwen3-4B,0.1801,0.0862,0.0046,0.0372
Qwen/Qwen3-1.7B,Qwen/Qwen3-0.6B,0.1522,0.0862,0.0046,0.0372
Qwen/Qwen3-1.7B,Tesslate/UIGEN-X-4B-0729,0.1403,0.0862,0.0046,0.0372
Qwen/Qwen3-1.7B,beyoru/Luna,0.0937,0.0862,0.0046,0.0372
Qwen/Qwen3-1.7B,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,0.0912,0.0862,0.0046,0.0372
Qwen/Qwen3-4B,Tesslate/UIGEN-X-4B-0729,0.6087,0.073,0.0039,0.0315
Qwen/Qwen3-4B,Qwen/Qwen3-4B-Thinking-2507,0.2919,0.073,0.0039,0.0315
Qwen/Qwen3-4B,Qwen/Qwen3-4B-Thinking-2507-FP8,0.2879,0.073,0.0039,0.0315
Qwen/Qwen3-4B,janhq/Jan-v1-4B,0.2854,0.073,0.0039,0.0315
Qwen/Qwen3-4B,huihui-ai/Huihui-Jan-v1-4B-abliterated,0.2797,0.073,0.0039,0.0315
Qwen/Qwen3-4B,Tesslate/WEBGEN-4B-Preview,0.2597,0.073,0.0039,0.0315
Qwen/Qwen3-4B,beyoru/Luna,0.2511,0.073,0.0039,0.0315
Qwen/Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,0.2502,0.073,0.0039,0.0315
Qwen/Qwen3-4B,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,0.2336,0.073,0.0039,0.0315
Qwen/Qwen3-4B,Qwen/Qwen3-1.7B,0.1364,0.073,0.0039,0.0315
Qwen/Qwen3-4B,janhq/Jan-v1-edge,0.1354,0.073,0.0039,0.0315
Qwen/Qwen3-4B,fluently/FluentlyQwen3-1.7B,0.1352,0.073,0.0039,0.0315
Qwen/Qwen3-4B,Qwen/Qwen3-0.6B,0.0893,0.073,0.0039,0.0315
Qwen/Qwen3-4B-Instruct-2507,beyoru/Luna,0.8246,0.0998,0.0019,0.0411
Qwen/Qwen3-4B-Instruct-2507,Tesslate/WEBGEN-4B-Preview,0.7641,0.0998,0.0019,0.0411
Qwen/Qwen3-4B-Instruct-2507,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,0.5916,0.0998,0.0019,0.0411
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen3-4B-Thinking-2507,0.4769,0.0998,0.0019,0.0411
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen3-4B-Thinking-2507-FP8,0.4768,0.0998,0.0019,0.0411
Qwen/Qwen3-4B-Instruct-2507,janhq/Jan-v1-4B,0.4759,0.0998,0.0019,0.0411
Qwen/Qwen3-4B-Instruct-2507,huihui-ai/Huihui-Jan-v1-4B-abliterated,0.403,0.0998,0.0019,0.0411
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen3-4B,0.2795,0.0998,0.0019,0.0411
Qwen/Qwen3-4B-Instruct-2507,Tesslate/UIGEN-X-4B-0729,0.243,0.0998,0.0019,0.0411
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen2.5-1.5B,0.1015,0.0998,0.0019,0.0411
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen3-4B-Thinking-2507-FP8,0.9532,0.1041,0.0034,0.0437
Qwen/Qwen3-4B-Thinking-2507,janhq/Jan-v1-4B,0.9339,0.1041,0.0034,0.0437
Qwen/Qwen3-4B-Thinking-2507,huihui-ai/Huihui-Jan-v1-4B-abliterated,0.6442,0.1041,0.0034,0.0437
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen3-4B-Instruct-2507,0.5239,0.1041,0.0034,0.0437
Qwen/Qwen3-4B-Thinking-2507,beyoru/Luna,0.5169,0.1041,0.0034,0.0437
Qwen/Qwen3-4B-Thinking-2507,Tesslate/WEBGEN-4B-Preview,0.5114,0.1041,0.0034,0.0437
Qwen/Qwen3-4B-Thinking-2507,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,0.4228,0.1041,0.0034,0.0437
Qwen/Qwen3-4B-Thinking-2507,Tesslate/UIGEN-X-4B-0729,0.3258,0.1041,0.0034,0.0437
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen3-4B,0.3056,0.1041,0.0034,0.0437
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen2.5-1.5B,0.1159,0.1041,0.0034,0.0437
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen3-4B-Thinking-2507,0.952,0.0921,0.0039,0.0392
Qwen/Qwen3-4B-Thinking-2507-FP8,janhq/Jan-v1-4B,0.9136,0.0921,0.0039,0.0392
Qwen/Qwen3-4B-Thinking-2507-FP8,huihui-ai/Huihui-Jan-v1-4B-abliterated,0.6192,0.0921,0.0039,0.0392
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen3-4B-Instruct-2507,0.4704,0.0921,0.0039,0.0392
Qwen/Qwen3-4B-Thinking-2507-FP8,Tesslate/WEBGEN-4B-Preview,0.4666,0.0921,0.0039,0.0392
Qwen/Qwen3-4B-Thinking-2507-FP8,beyoru/Luna,0.4647,0.0921,0.0039,0.0392
Qwen/Qwen3-4B-Thinking-2507-FP8,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,0.4144,0.0921,0.0039,0.0392
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen3-4B,0.2981,0.0921,0.0039,0.0392
Qwen/Qwen3-4B-Thinking-2507-FP8,Tesslate/UIGEN-X-4B-0729,0.2961,0.0921,0.0039,0.0392
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2.5-3B-Instruct,0.1015,0.0921,0.0039,0.0392
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen3-0.6B,0.0945,0.0921,0.0039,0.0392
S4nfs/Neeto-1.0-8b,gradientai/Llama-3-8B-Instruct-262k,0.3421,0.0523,0.0036,0.0231
S4nfs/Neeto-1.0-8b,askfjhaskjgh/UbermenschetienASI,0.2114,0.0523,0.0036,0.0231
S4nfs/Neeto-1.0-8b,elyza/Llama-3-ELYZA-JP-8B,0.1789,0.0523,0.0036,0.0231
S4nfs/Neeto-1.0-8b,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,0.1226,0.0523,0.0036,0.0231
S4nfs/Neeto-1.0-8b,HuggingFaceTB/SmolLM3-3B,0.0748,0.0523,0.0036,0.0231
SciPhi/SciPhi-Mistral-7B-32k,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,0.724,0.127,0.0039,0.0531
SciPhi/SciPhi-Mistral-7B-32k,Nexusflow/Starling-LM-7B-beta,0.5423,0.127,0.0039,0.0531
SciPhi/SciPhi-Mistral-7B-32k,Intel/neural-chat-7b-v3-3,0.5319,0.127,0.0039,0.0531
SciPhi/SciPhi-Mistral-7B-32k,berkeley-nest/Starling-LM-7B-alpha,0.5269,0.127,0.0039,0.0531
SciPhi/SciPhi-Mistral-7B-32k,bardsai/jaskier-7b-dpo-v5.6,0.4962,0.127,0.0039,0.0531
SciPhi/SciPhi-Mistral-7B-32k,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,0.4914,0.127,0.0039,0.0531
SciPhi/SciPhi-Mistral-7B-32k,kevin009/llamaRAGdrama,0.49,0.127,0.0039,0.0531
SciPhi/SciPhi-Mistral-7B-32k,CultriX/NeuralTrix-bf16,0.4747,0.127,0.0039,0.0531
SciPhi/SciPhi-Mistral-7B-32k,CorticalStack/pastiche-crown-clown-7b-dare-dpo,0.4681,0.127,0.0039,0.0531
SciPhi/SciPhi-Mistral-7B-32k,BioMistral/BioMistral-7B-DARE,0.3476,0.127,0.0039,0.0531
SciPhi/SciPhi-Mistral-7B-32k,HuggingFaceH4/zephyr-7b-beta,0.3445,0.127,0.0039,0.0531
SciPhi/SciPhi-Mistral-7B-32k,dicta-il/dictalm2.0,0.3315,0.127,0.0039,0.0531
SciPhi/SciPhi-Mistral-7B-32k,Biomimicry-AI/ANIMA-Nectar-v2,0.3016,0.127,0.0039,0.0531
SciPhi/SciPhi-Mistral-7B-32k,BioMistral/BioMistral-7B,0.2572,0.127,0.0039,0.0531
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,SciPhi/SciPhi-Mistral-7B-32k,0.6747,0.1396,0.0057,0.0593
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,Nexusflow/Starling-LM-7B-beta,0.538,0.1396,0.0057,0.0593
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,berkeley-nest/Starling-LM-7B-alpha,0.5101,0.1396,0.0057,0.0593
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,kevin009/llamaRAGdrama,0.5079,0.1396,0.0057,0.0593
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,0.5016,0.1396,0.0057,0.0593
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,bardsai/jaskier-7b-dpo-v5.6,0.4954,0.1396,0.0057,0.0593
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,CorticalStack/pastiche-crown-clown-7b-dare-dpo,0.4773,0.1396,0.0057,0.0593
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,CultriX/NeuralTrix-bf16,0.4584,0.1396,0.0057,0.0593
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,Intel/neural-chat-7b-v3-3,0.4536,0.1396,0.0057,0.0593
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,HuggingFaceH4/zephyr-7b-beta,0.4467,0.1396,0.0057,0.0593
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,BioMistral/BioMistral-7B-DARE,0.4298,0.1396,0.0057,0.0593
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,BioMistral/BioMistral-7B,0.3534,0.1396,0.0057,0.0593
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,dicta-il/dictalm2.0,0.3443,0.1396,0.0057,0.0593
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,Biomimicry-AI/ANIMA-Nectar-v2,0.3398,0.1396,0.0057,0.0593
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen3-4B,0.6155,0.0828,0.0072,0.0375
Tesslate/UIGEN-X-4B-0729,huihui-ai/Huihui-Jan-v1-4B-abliterated,0.276,0.0828,0.0072,0.0375
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen3-4B-Thinking-2507,0.2719,0.0828,0.0072,0.0375
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen3-4B-Thinking-2507-FP8,0.2698,0.0828,0.0072,0.0375
Tesslate/UIGEN-X-4B-0729,janhq/Jan-v1-4B,0.2639,0.0828,0.0072,0.0375
Tesslate/UIGEN-X-4B-0729,Tesslate/WEBGEN-4B-Preview,0.2373,0.0828,0.0072,0.0375
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen3-4B-Instruct-2507,0.2203,0.0828,0.0072,0.0375
Tesslate/UIGEN-X-4B-0729,beyoru/Luna,0.2117,0.0828,0.0072,0.0375
Tesslate/UIGEN-X-4B-0729,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,0.2002,0.0828,0.0072,0.0375
Tesslate/UIGEN-X-4B-0729,fluently/FluentlyQwen3-1.7B,0.1575,0.0828,0.0072,0.0375
Tesslate/UIGEN-X-4B-0729,janhq/Jan-v1-edge,0.1567,0.0828,0.0072,0.0375
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen3-1.7B,0.1559,0.0828,0.0072,0.0375
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen3-0.6B,0.109,0.0828,0.0072,0.0375
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen2.5-Coder-7B-Instruct,0.0913,0.0828,0.0072,0.0375
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen2.5-3B-Instruct,0.0842,0.0828,0.0072,0.0375
Tesslate/WEBGEN-4B-Preview,Qwen/Qwen3-4B-Instruct-2507,0.761,0.0858,0.0029,0.0361
Tesslate/WEBGEN-4B-Preview,beyoru/Luna,0.7167,0.0858,0.0029,0.0361
Tesslate/WEBGEN-4B-Preview,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,0.6287,0.0858,0.0029,0.0361
Tesslate/WEBGEN-4B-Preview,Qwen/Qwen3-4B-Thinking-2507,0.4926,0.0858,0.0029,0.0361
Tesslate/WEBGEN-4B-Preview,janhq/Jan-v1-4B,0.4902,0.0858,0.0029,0.0361
Tesslate/WEBGEN-4B-Preview,Qwen/Qwen3-4B-Thinking-2507-FP8,0.4859,0.0858,0.0029,0.0361
Tesslate/WEBGEN-4B-Preview,huihui-ai/Huihui-Jan-v1-4B-abliterated,0.4226,0.0858,0.0029,0.0361
Tesslate/WEBGEN-4B-Preview,Qwen/Qwen3-4B,0.3312,0.0858,0.0029,0.0361
Tesslate/WEBGEN-4B-Preview,Tesslate/UIGEN-X-4B-0729,0.3009,0.0858,0.0029,0.0361
Tesslate/WEBGEN-4B-Preview,Qwen/Qwen2.5-3B-Instruct,0.1174,0.0858,0.0029,0.0361
Tesslate/WEBGEN-4B-Preview,Qwen/Qwen2.5-Coder-7B,0.1111,0.0858,0.0029,0.0361
Tesslate/WEBGEN-4B-Preview,Qwen/Qwen2.5-1.5B,0.109,0.0858,0.0029,0.0361
Tesslate/WEBGEN-4B-Preview,fluently/FluentlyQwen3-1.7B,0.1044,0.0858,0.0029,0.0361
Tesslate/WEBGEN-4B-Preview,janhq/Jan-v1-edge,0.1016,0.0858,0.0029,0.0361
Tesslate/WEBGEN-4B-Preview,Qwen/Qwen3-1.7B,0.1008,0.0858,0.0029,0.0361
Tesslate/WEBGEN-4B-Preview,Qwen/Qwen2.5-1.5B-Instruct,0.0947,0.0858,0.0029,0.0361
Tesslate/WEBGEN-4B-Preview,Qwen/Qwen2.5-7B,0.0906,0.0858,0.0029,0.0361
TheOneWhoWill/Bootstrap-LLM,PygmalionAI/pygmalion-2.7b,0.1031,0.0776,0.0066,0.035
TheOneWhoWill/Bootstrap-LLM,KoboldAI/GPT-Neo-2.7B-Horni-LN,0.0988,0.0776,0.0066,0.035
TheOneWhoWill/Bootstrap-LLM,EleutherAI/gpt-neo-1.3B,0.0832,0.0776,0.0066,0.035
TinyLlama/TinyLlama-1.1B-Chat-v0.5,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3834,0.2595,0.0046,0.1066
TinyLlama/TinyLlama-1.1B-Chat-v0.5,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,0.3686,0.2595,0.0046,0.1066
TinyLlama/TinyLlama-1.1B-Chat-v0.5,FelixChao/vicuna-7B-physics,0.2785,0.2595,0.0046,0.1066
TinyLlama/TinyLlama-1.1B-Chat-v1.0,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,0.8482,0.2457,0.0052,0.1014
TinyLlama/TinyLlama-1.1B-Chat-v1.0,TinyLlama/TinyLlama-1.1B-Chat-v0.5,0.3284,0.2457,0.0052,0.1014
TinyLlama/TinyLlama-1.1B-Chat-v1.0,FelixChao/vicuna-7B-physics,0.2834,0.2457,0.0052,0.1014
TinyLlama/TinyLlama-1.1B-Chat-v1.0,FelixChao/vicuna-7B-chemical,0.2696,0.2457,0.0052,0.1014
TinyLlama/TinyLlama-1.1B-Chat-v1.0,lmsys/vicuna-7b-v1.1,0.2695,0.2457,0.0052,0.1014
TinyLlama/TinyLlama-1.1B-Chat-v1.0,TinyLlama/TinyLlama_v1.1_math_code,0.2646,0.2457,0.0052,0.1014
TinyLlama/TinyLlama-1.1B-Chat-v1.0,lmsys/vicuna-7b-v1.5-16k,0.2603,0.2457,0.0052,0.1014
TinyLlama/TinyLlama-1.1B-Chat-v1.0,PharMolix/BioMedGPT-LM-7B,0.2594,0.2457,0.0052,0.1014
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.8706,0.237,0.0039,0.0972
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,TinyLlama/TinyLlama-1.1B-Chat-v0.5,0.4224,0.237,0.0039,0.0972
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,FelixChao/vicuna-7B-physics,0.3774,0.237,0.0039,0.0972
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,TinyLlama/TinyLlama_v1.1,0.3595,0.237,0.0039,0.0972
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,FelixChao/vicuna-7B-chemical,0.3544,0.237,0.0039,0.0972
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,TinyLlama/TinyLlama_v1.1_math_code,0.3349,0.237,0.0039,0.0972
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,lmsys/vicuna-7b-v1.5-16k,0.3337,0.237,0.0039,0.0972
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,PharMolix/BioMedGPT-LM-7B,0.3234,0.237,0.0039,0.0972
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,lmsys/vicuna-7b-v1.1,0.3086,0.237,0.0039,0.0972
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,lmsys/vicuna-7b-v1.5,0.2991,0.237,0.0039,0.0972
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,AdaptLLM/medicine-LLM,0.2623,0.237,0.0039,0.0972
TinyLlama/TinyLlama_v1.1,TinyLlama/TinyLlama_v1.1_math_code,0.2634,0.1272,0.0041,0.0533
TinyLlama/TinyLlama_v1.1,lmsys/vicuna-7b-v1.1,0.2287,0.1272,0.0041,0.0533
TinyLlama/TinyLlama_v1.1,AdaptLLM/medicine-LLM,0.2255,0.1272,0.0041,0.0533
TinyLlama/TinyLlama_v1.1,FelixChao/vicuna-7B-physics,0.2206,0.1272,0.0041,0.0533
TinyLlama/TinyLlama_v1.1,FelixChao/vicuna-7B-chemical,0.206,0.1272,0.0041,0.0533
TinyLlama/TinyLlama_v1.1,lmsys/vicuna-7b-v1.5-16k,0.2028,0.1272,0.0041,0.0533
TinyLlama/TinyLlama_v1.1,lmsys/vicuna-7b-v1.5,0.2005,0.1272,0.0041,0.0533
TinyLlama/TinyLlama_v1.1_math_code,TinyLlama/TinyLlama_v1.1,0.6167,0.2285,0.004,0.0938
TinyLlama/TinyLlama_v1.1_math_code,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,0.4035,0.2285,0.004,0.0938
TinyLlama/TinyLlama_v1.1_math_code,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.4021,0.2285,0.004,0.0938
TinyLlama/TinyLlama_v1.1_math_code,TinyLlama/TinyLlama-1.1B-Chat-v0.5,0.3731,0.2285,0.004,0.0938
TinyLlama/TinyLlama_v1.1_math_code,lmsys/vicuna-7b-v1.5,0.3197,0.2285,0.004,0.0938
TinyLlama/TinyLlama_v1.1_math_code,FelixChao/vicuna-7B-physics,0.318,0.2285,0.004,0.0938
TinyLlama/TinyLlama_v1.1_math_code,lmsys/vicuna-7b-v1.5-16k,0.3179,0.2285,0.004,0.0938
TinyLlama/TinyLlama_v1.1_math_code,FelixChao/vicuna-7B-chemical,0.3129,0.2285,0.004,0.0938
TinyLlama/TinyLlama_v1.1_math_code,PharMolix/BioMedGPT-LM-7B,0.3111,0.2285,0.004,0.0938
TinyLlama/TinyLlama_v1.1_math_code,lmsys/vicuna-7b-v1.1,0.3021,0.2285,0.004,0.0938
TinyLlama/TinyLlama_v1.1_math_code,AdaptLLM/medicine-LLM,0.2773,0.2285,0.004,0.0938
abocide/Qwen2.5-7B-Instruct-R1-forfinance,Qwen/Qwen2.5-7B-Instruct,0.8232,0.1032,0.0013,0.0421
abocide/Qwen2.5-7B-Instruct-R1-forfinance,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,0.4929,0.1032,0.0013,0.0421
abocide/Qwen2.5-7B-Instruct-R1-forfinance,Qwen/Qwen2.5-7B,0.4115,0.1032,0.0013,0.0421
abocide/Qwen2.5-7B-Instruct-R1-forfinance,Qwen/Qwen2-7B-Instruct,0.1431,0.1032,0.0013,0.0421
adamo1139/Apertus-8B-Instruct-2509-ungated,bigscience/bloom-560m,1.0,0.171,0.0008,0.0689
adamo1139/Apertus-8B-Instruct-2509-ungated,bigscience/bloomz-1b1,1.0,0.171,0.0008,0.0689
