base_model_name,suspect_model_name,relation,num_pairs,k_prefix,pal_chars_mean,pal_k_mean,lev_sim_mean,lcs_ratio_mean,score_mean
Qwen/Qwen2.5-0.5B-Instruct,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.0,0.0,0.061995,0.047918,0.036638
mlx-community/Qwen2.5-0.5B-Instruct-bf16,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.05,0.0,0.058825,0.048545,0.03579
unsloth/Qwen2.5-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,3.5,0.05,0.081429,0.096275,0.075901
numind/NuExtract-1.5-tiny,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.3,0.0,0.076994,0.084916,0.05397
pcuenq/Qwen2.5-0.5B-Instruct-with-new-merges-serialization,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.0,0.0,0.061995,0.047918,0.036638
robertvacareanu/instruct-rl-Qwen2.5-0.5B-databricks-dolly-15k,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.35,0.0,0.038395,0.033079,0.023824
lewtun/Qwen2.5-0.5B-SFT-LoRA,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.5,0.0,0.033696,0.01725,0.016982
ytzfhqs/Qwen2.5-med-book-main-classification,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.0,0.0,0.0,0.0,0.0
artificialguybr/QWEN-2.5-0.5B-Synthia-II,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.45,0.0,0.061284,0.06313,0.041472
Qwen/Qwen2.5-Coder-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.1,0.0,0.05055,0.040137,0.030229
artificialguybr/QWEN-2.5-0.5B-Synthia-I,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.35,0.0,0.119717,0.107481,0.075733
jiangchengchengNLP/qwen_0.5B_instruct_law_summarize,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.0,0.0,0.0043,0.008828,0.004376
osllmai-community/Qwen2.5-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,3.5,0.05,0.081429,0.096275,0.075901
hangingardens/hihihi,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.05,0.0,0.062945,0.060908,0.041284
llamafy/Qwen-Qwen2.5-0.5B-llamafied,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.3,0.0,0.085001,0.091496,0.058832
caelancooper/Qwen2.5-0.5B-business,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.0,0.0,0.061995,0.047918,0.036638
sail/Sailor2-1B-Pre,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.1,0.0,0.038152,0.058621,0.032258
morgan/qwen2_5.qwen2_5_0_5b_instruct,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.0,0.0,0.061995,0.047918,0.036638
fdyrd/QwenMath-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,1.25,0.0,0.028196,0.035161,0.021119
tcapelle/toxicity-scorer-qwen,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.05,0.0,0.007146,0.007544,0.004897
tcapelle/toxicity-scorer-qwen-ct2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.0,0.0,0.002721,0.000537,0.001086
sail/Sailor2-1B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.7,0.0,0.02725,0.033985,0.020412
plaguss/Qwen2.5-0.5B-Math-Shepherd-PRM-0.1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.2,0.0,0.075595,0.075733,0.050443
plaguss/Qwen2.5-0.5B-Math-Shepherd-PRM-token-0.1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,1.35,0.0,0.072584,0.06748,0.046688
AlyGreo/finetune-Qwen2-0.5B-codeDataset,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.2,0.0,0.06096,0.02465,0.028537
plaguss/Qwen2.5-0.5B-Math-Shepherd-PRM-0.2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,3.2,0.05,0.077394,0.085893,0.071096
Audreygyj/Qwen2.5-0.5B-SFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,3.45,0.05,0.120124,0.16442,0.111515
amadeusai/Amadeus-Verbo-BI-Qwen-2.5-0.5B-PT-BR-Instruct-Experimental,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.2,0.0,0.069182,0.05379,0.040991
shb2024/Qwen-0.5B-AMR,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.35,0.0,0.071995,0.037006,0.036334
JayHyeon/Qwen2.5-0.5B-SFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.3,0.0,0.04479,0.049128,0.031306
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-3ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.25,0.0,0.071961,0.049605,0.040522
AcropolisLabs/Zyphen-CO-Legal-Autocomplete-micro,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.2,0.0,0.079092,0.056895,0.045329
viethq5/Qwen2.5-0.5B-Instruct-f16,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.3,0.0,0.045375,0.04438,0.029919
cavendishlabs/sftd_model_c03f6a40-3b64-4f9b-b5f3-dd704171c333,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.3,0.0,0.099903,0.076192,0.058698
JayHyeon/QWEN_toy-DPOP_5e-5-100ep_0alp_5lam,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.05,0.0,0.046531,0.019498,0.022009
cavendishlabs/sftd_model_1cdaec2e-939d-41c6-b49f-8c97e02695ec,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.35,0.0,0.125508,0.146268,0.090592
verge4646/autotrain-qwen-1737303151,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,3.15,0.05,0.085094,0.086099,0.073731
minchyeom/bot3-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.1,0.0,0.043932,0.054021,0.032651
fabiopernisi/Qwen2.5-0.5B-BMW-compl,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.55,0.0,0.072766,0.049282,0.040683
josang1204/Qweb2.5-FT-CSY,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.0,0.0,0.119497,0.10175,0.073749
p1atdev/qwen2.5-0.5b-grpo-math-01,TinyLlama/TinyLlama-1.1B-Chat-v1.0,same,20,30,0.0,0.0,0.009254,0.003556,0.00427
