threshold,tpr,fnr,tp,fn,n,filter
0.895,0.16379310344827586,0.8362068965517241,19,97,116,before
0.9,0.15517241379310345,0.8448275862068966,18,98,116,before
0.905,0.15517241379310345,0.8448275862068966,18,98,116,before
0.91,0.15517241379310345,0.8448275862068966,18,98,116,before
0.915,0.15517241379310345,0.8448275862068966,18,98,116,before
0.92,0.15517241379310345,0.8448275862068966,18,98,116,before
0.925,0.15517241379310345,0.8448275862068966,18,98,116,before
0.93,0.15517241379310345,0.8448275862068966,18,98,116,before
0.935,0.15517241379310345,0.8448275862068966,18,98,116,before
0.9400000000000001,0.15517241379310345,0.8448275862068966,18,98,116,before
0.9450000000000001,0.15517241379310345,0.8448275862068966,18,98,116,before
0.9500000000000001,0.15517241379310345,0.8448275862068966,18,98,116,before
0.9550000000000001,0.13793103448275862,0.8620689655172413,16,100,116,before
0.96,0.13793103448275862,0.8620689655172413,16,100,116,before
0.965,0.1206896551724138,0.8793103448275862,14,102,116,before
0.97,0.11206896551724138,0.8879310344827587,13,103,116,before
0.975,0.09482758620689655,0.9051724137931034,11,105,116,before
0.98,0.08620689655172414,0.9137931034482759,10,106,116,before
0.985,0.07758620689655173,0.9224137931034483,9,107,116,before
0.99,0.07758620689655173,0.9224137931034483,9,107,116,before
0.995,0.06896551724137931,0.9310344827586207,8,108,116,before
1.0,0.04310344827586207,0.9568965517241379,5,111,116,before
0.0,1.0,0.0,27,0,27,after
0.005,1.0,0.0,27,0,27,after
0.01,1.0,0.0,27,0,27,after
0.015,1.0,0.0,27,0,27,after
0.02,1.0,0.0,27,0,27,after
0.025,1.0,0.0,27,0,27,after
0.03,1.0,0.0,27,0,27,after
0.035,1.0,0.0,27,0,27,after
0.04,1.0,0.0,27,0,27,after
0.045,1.0,0.0,27,0,27,after
0.05,1.0,0.0,27,0,27,after
0.055,1.0,0.0,27,0,27,after
0.06,1.0,0.0,27,0,27,after
0.065,1.0,0.0,27,0,27,after
0.07,1.0,0.0,27,0,27,after
0.075,1.0,0.0,27,0,27,after
0.08,1.0,0.0,27,0,27,after
0.085,1.0,0.0,27,0,27,after
0.09,1.0,0.0,27,0,27,after
0.095,1.0,0.0,27,0,27,after
0.1,1.0,0.0,27,0,27,after
0.105,1.0,0.0,27,0,27,after
0.11,1.0,0.0,27,0,27,after
0.115,1.0,0.0,27,0,27,after
0.12,1.0,0.0,27,0,27,after
0.125,1.0,0.0,27,0,27,after
0.13,1.0,0.0,27,0,27,after
0.135,1.0,0.0,27,0,27,after
0.14,1.0,0.0,27,0,27,after
0.145,1.0,0.0,27,0,27,after
0.15,1.0,0.0,27,0,27,after
0.155,1.0,0.0,27,0,27,after
0.16,1.0,0.0,27,0,27,after
0.165,1.0,0.0,27,0,27,after
0.17,1.0,0.0,27,0,27,after
0.17500000000000002,0.9629629629629629,0.037037037037037035,26,1,27,after
0.18,0.9629629629629629,0.037037037037037035,26,1,27,after
0.185,0.9259259259259259,0.07407407407407407,25,2,27,after
0.19,0.9259259259259259,0.07407407407407407,25,2,27,after
0.195,0.9259259259259259,0.07407407407407407,25,2,27,after
0.2,0.9259259259259259,0.07407407407407407,25,2,27,after
0.20500000000000002,0.9259259259259259,0.07407407407407407,25,2,27,after
0.21,0.9259259259259259,0.07407407407407407,25,2,27,after
0.215,0.9259259259259259,0.07407407407407407,25,2,27,after
0.22,0.9259259259259259,0.07407407407407407,25,2,27,after
0.225,0.9259259259259259,0.07407407407407407,25,2,27,after
0.23,0.9259259259259259,0.07407407407407407,25,2,27,after
0.23500000000000001,0.8888888888888888,0.1111111111111111,24,3,27,after
0.24,0.8888888888888888,0.1111111111111111,24,3,27,after
0.245,0.8888888888888888,0.1111111111111111,24,3,27,after
0.25,0.8888888888888888,0.1111111111111111,24,3,27,after
0.255,0.8888888888888888,0.1111111111111111,24,3,27,after
0.26,0.8888888888888888,0.1111111111111111,24,3,27,after
0.265,0.8888888888888888,0.1111111111111111,24,3,27,after
0.27,0.8888888888888888,0.1111111111111111,24,3,27,after
0.275,0.8888888888888888,0.1111111111111111,24,3,27,after
0.28,0.8888888888888888,0.1111111111111111,24,3,27,after
0.28500000000000003,0.8888888888888888,0.1111111111111111,24,3,27,after
0.29,0.8888888888888888,0.1111111111111111,24,3,27,after
0.295,0.8888888888888888,0.1111111111111111,24,3,27,after
0.3,0.8888888888888888,0.1111111111111111,24,3,27,after
0.305,0.8888888888888888,0.1111111111111111,24,3,27,after
0.31,0.8888888888888888,0.1111111111111111,24,3,27,after
0.315,0.8888888888888888,0.1111111111111111,24,3,27,after
0.32,0.8888888888888888,0.1111111111111111,24,3,27,after
0.325,0.8888888888888888,0.1111111111111111,24,3,27,after
0.33,0.8888888888888888,0.1111111111111111,24,3,27,after
0.335,0.8888888888888888,0.1111111111111111,24,3,27,after
0.34,0.8888888888888888,0.1111111111111111,24,3,27,after
0.34500000000000003,0.8888888888888888,0.1111111111111111,24,3,27,after
0.35000000000000003,0.8888888888888888,0.1111111111111111,24,3,27,after
0.355,0.8518518518518519,0.14814814814814814,23,4,27,after
0.36,0.8518518518518519,0.14814814814814814,23,4,27,after
0.365,0.8518518518518519,0.14814814814814814,23,4,27,after
0.37,0.8518518518518519,0.14814814814814814,23,4,27,after
0.375,0.8518518518518519,0.14814814814814814,23,4,27,after
0.38,0.8518518518518519,0.14814814814814814,23,4,27,after
0.385,0.8518518518518519,0.14814814814814814,23,4,27,after
0.39,0.8518518518518519,0.14814814814814814,23,4,27,after
0.395,0.8518518518518519,0.14814814814814814,23,4,27,after
0.4,0.8518518518518519,0.14814814814814814,23,4,27,after
0.405,0.8518518518518519,0.14814814814814814,23,4,27,after
0.41000000000000003,0.8518518518518519,0.14814814814814814,23,4,27,after
0.41500000000000004,0.8518518518518519,0.14814814814814814,23,4,27,after
0.42,0.8518518518518519,0.14814814814814814,23,4,27,after
0.425,0.8518518518518519,0.14814814814814814,23,4,27,after
0.43,0.8518518518518519,0.14814814814814814,23,4,27,after
0.435,0.8518518518518519,0.14814814814814814,23,4,27,after
0.44,0.8518518518518519,0.14814814814814814,23,4,27,after
0.445,0.8148148148148148,0.18518518518518517,22,5,27,after
0.45,0.8148148148148148,0.18518518518518517,22,5,27,after
0.455,0.8148148148148148,0.18518518518518517,22,5,27,after
0.46,0.8148148148148148,0.18518518518518517,22,5,27,after
0.465,0.8148148148148148,0.18518518518518517,22,5,27,after
0.47000000000000003,0.8148148148148148,0.18518518518518517,22,5,27,after
0.47500000000000003,0.8148148148148148,0.18518518518518517,22,5,27,after
0.48,0.8148148148148148,0.18518518518518517,22,5,27,after
0.485,0.8148148148148148,0.18518518518518517,22,5,27,after
0.49,0.8148148148148148,0.18518518518518517,22,5,27,after
0.495,0.8148148148148148,0.18518518518518517,22,5,27,after
0.5,0.8148148148148148,0.18518518518518517,22,5,27,after
0.505,0.8148148148148148,0.18518518518518517,22,5,27,after
0.51,0.7777777777777778,0.2222222222222222,21,6,27,after
0.515,0.7777777777777778,0.2222222222222222,21,6,27,after
0.52,0.7777777777777778,0.2222222222222222,21,6,27,after
0.525,0.7777777777777778,0.2222222222222222,21,6,27,after
0.53,0.7777777777777778,0.2222222222222222,21,6,27,after
0.535,0.7777777777777778,0.2222222222222222,21,6,27,after
0.54,0.7777777777777778,0.2222222222222222,21,6,27,after
0.545,0.7777777777777778,0.2222222222222222,21,6,27,after
0.55,0.7777777777777778,0.2222222222222222,21,6,27,after
0.555,0.7777777777777778,0.2222222222222222,21,6,27,after
0.56,0.7777777777777778,0.2222222222222222,21,6,27,after
0.5650000000000001,0.7777777777777778,0.2222222222222222,21,6,27,after
0.5700000000000001,0.7777777777777778,0.2222222222222222,21,6,27,after
0.5750000000000001,0.7777777777777778,0.2222222222222222,21,6,27,after
0.58,0.7407407407407407,0.25925925925925924,20,7,27,after
0.585,0.7407407407407407,0.25925925925925924,20,7,27,after
0.59,0.7407407407407407,0.25925925925925924,20,7,27,after
0.595,0.7037037037037037,0.2962962962962963,19,8,27,after
0.6,0.7037037037037037,0.2962962962962963,19,8,27,after
0.605,0.6666666666666666,0.3333333333333333,18,9,27,after
0.61,0.6666666666666666,0.3333333333333333,18,9,27,after
0.615,0.6666666666666666,0.3333333333333333,18,9,27,after
0.62,0.6666666666666666,0.3333333333333333,18,9,27,after
0.625,0.6296296296296297,0.37037037037037035,17,10,27,after
0.63,0.6296296296296297,0.37037037037037035,17,10,27,after
0.635,0.6296296296296297,0.37037037037037035,17,10,27,after
0.64,0.5925925925925926,0.4074074074074074,16,11,27,after
0.645,0.5555555555555556,0.4444444444444444,15,12,27,after
0.65,0.5185185185185185,0.48148148148148145,14,13,27,after
0.655,0.5185185185185185,0.48148148148148145,14,13,27,after
0.66,0.5185185185185185,0.48148148148148145,14,13,27,after
0.665,0.5185185185185185,0.48148148148148145,14,13,27,after
0.67,0.5185185185185185,0.48148148148148145,14,13,27,after
0.675,0.5185185185185185,0.48148148148148145,14,13,27,after
0.68,0.5185185185185185,0.48148148148148145,14,13,27,after
0.685,0.5185185185185185,0.48148148148148145,14,13,27,after
0.6900000000000001,0.5185185185185185,0.48148148148148145,14,13,27,after
0.6950000000000001,0.5185185185185185,0.48148148148148145,14,13,27,after
0.7000000000000001,0.5185185185185185,0.48148148148148145,14,13,27,after
0.705,0.5185185185185185,0.48148148148148145,14,13,27,after
0.71,0.5185185185185185,0.48148148148148145,14,13,27,after
0.715,0.5185185185185185,0.48148148148148145,14,13,27,after
0.72,0.5185185185185185,0.48148148148148145,14,13,27,after
0.725,0.5185185185185185,0.48148148148148145,14,13,27,after
0.73,0.5185185185185185,0.48148148148148145,14,13,27,after
0.735,0.48148148148148145,0.5185185185185185,13,14,27,after
0.74,0.48148148148148145,0.5185185185185185,13,14,27,after
0.745,0.48148148148148145,0.5185185185185185,13,14,27,after
0.75,0.4444444444444444,0.5555555555555556,12,15,27,after
0.755,0.4444444444444444,0.5555555555555556,12,15,27,after
0.76,0.4444444444444444,0.5555555555555556,12,15,27,after
0.765,0.4444444444444444,0.5555555555555556,12,15,27,after
0.77,0.4444444444444444,0.5555555555555556,12,15,27,after
0.775,0.4074074074074074,0.5925925925925926,11,16,27,after
0.78,0.3333333333333333,0.6666666666666666,9,18,27,after
0.785,0.2962962962962963,0.7037037037037037,8,19,27,after
0.79,0.2962962962962963,0.7037037037037037,8,19,27,after
0.795,0.2962962962962963,0.7037037037037037,8,19,27,after
0.8,0.2962962962962963,0.7037037037037037,8,19,27,after
0.805,0.2962962962962963,0.7037037037037037,8,19,27,after
0.81,0.25925925925925924,0.7407407407407407,7,20,27,after
0.8150000000000001,0.25925925925925924,0.7407407407407407,7,20,27,after
0.8200000000000001,0.25925925925925924,0.7407407407407407,7,20,27,after
0.8250000000000001,0.25925925925925924,0.7407407407407407,7,20,27,after
0.8300000000000001,0.25925925925925924,0.7407407407407407,7,20,27,after
0.835,0.25925925925925924,0.7407407407407407,7,20,27,after
0.84,0.2222222222222222,0.7777777777777778,6,21,27,after
0.845,0.2222222222222222,0.7777777777777778,6,21,27,after
0.85,0.2222222222222222,0.7777777777777778,6,21,27,after
0.855,0.18518518518518517,0.8148148148148148,5,22,27,after
0.86,0.1111111111111111,0.8888888888888888,3,24,27,after
0.865,0.1111111111111111,0.8888888888888888,3,24,27,after
0.87,0.1111111111111111,0.8888888888888888,3,24,27,after
0.875,0.1111111111111111,0.8888888888888888,3,24,27,after
0.88,0.1111111111111111,0.8888888888888888,3,24,27,after
0.885,0.1111111111111111,0.8888888888888888,3,24,27,after
0.89,0.1111111111111111,0.8888888888888888,3,24,27,after
0.895,0.1111111111111111,0.8888888888888888,3,24,27,after
0.9,0.1111111111111111,0.8888888888888888,3,24,27,after
0.905,0.1111111111111111,0.8888888888888888,3,24,27,after
0.91,0.1111111111111111,0.8888888888888888,3,24,27,after
0.915,0.1111111111111111,0.8888888888888888,3,24,27,after
0.92,0.1111111111111111,0.8888888888888888,3,24,27,after
0.925,0.1111111111111111,0.8888888888888888,3,24,27,after
0.93,0.1111111111111111,0.8888888888888888,3,24,27,after
0.935,0.1111111111111111,0.8888888888888888,3,24,27,after
0.9400000000000001,0.1111111111111111,0.8888888888888888,3,24,27,after
0.9450000000000001,0.1111111111111111,0.8888888888888888,3,24,27,after
0.9500000000000001,0.1111111111111111,0.8888888888888888,3,24,27,after
0.9550000000000001,0.1111111111111111,0.8888888888888888,3,24,27,after
0.96,0.1111111111111111,0.8888888888888888,3,24,27,after
0.965,0.1111111111111111,0.8888888888888888,3,24,27,after
0.97,0.1111111111111111,0.8888888888888888,3,24,27,after
0.975,0.1111111111111111,0.8888888888888888,3,24,27,after
0.98,0.1111111111111111,0.8888888888888888,3,24,27,after
0.985,0.1111111111111111,0.8888888888888888,3,24,27,after
0.99,0.1111111111111111,0.8888888888888888,3,24,27,after
0.995,0.07407407407407407,0.9259259259259259,2,25,27,after
1.0,0.07407407407407407,0.9259259259259259,2,25,27,after
